,Player,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Based,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,drTkl,Att,Tkl%,Lost,Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Position,Total Cmp%,TotDist,PrgDist,Short Cmp%,Medium Cmp%,Long Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,xG_On-Off,player_code,country_of_birth,sub_position,foot,height_in_cm,market_value_in_eur,fee,transfer_period,Target
205,Junior Sambia,Salernitana,25,96,7.7,0,13,5,38.5,1.68,0.65,0.00,0.00,24.1,5,0,0,0.6,0.6,0.05,-0.6,-0.6,Serie A,12,5,7,4,1,6,10,60.0,4,9,3,6,8,20,16,1,Defender,78.8,4617,1867,89.9,75.9,42.4,1,1.6,0.7,7,14,10,2,27,1.00,8,10,-2,-0.26,+0.14,7.7,14.3,-6.6,-0.85,-0.06,junior-sambia96,France,Right-Back,right,185.0,3500000,0.0,Summer,0.8470000000000008
206,William Troost-Ekong,Salernitana,28,93,4.9,1,2,1,50.0,0.41,0.20,0.50,1.00,9.0,0,0,0,0.7,0.7,0.35,+0.3,+0.3,Serie A,11,3,7,4,0,6,7,85.7,1,7,4,3,6,17,10,0,Defender,82.7,3117,1047,86.1,91.1,54.2,0,0.0,0.0,0,1,1,1,6,1.33,6,8,-2,-0.41,-0.04,4.2,8.7,-4.5,-0.91,-0.13,william-troost-ekong93,Netherlands,Centre-Back,right,191.0,3000000,0.0,Winter,-0.19599999999999937
207,Diego Valencia,Salernitana,22,00,2.6,0,1,1,100.0,0.39,0.39,0.00,0.00,10.0,0,0,0,0.1,0.1,0.12,-0.1,-0.1,Serie A,8,5,4,2,2,2,9,22.2,7,10,1,9,1,9,2,0,Midfielder,69.3,753,195,84.1,57.1,71.4,0,0.1,0.0,2,1,2,1,4,0.50,1,4,-3,-1.17,-0.86,2.1,6.0,-3.9,-1.50,-0.75,diego-valencia00,Chile,Centre-Forward,right,185.0,2500000,2500000.0,Summer,-1.1179999999999997
208,Gleison Bremer,Juventus,25,97,29.3,4,32,7,21.9,1.09,0.24,0.13,0.57,9.3,0,0,0,4.9,4.9,0.15,-0.9,-0.9,Serie A,29,20,23,5,1,19,26,73.1,7,44,22,22,42,71,120,2,Defender,90.1,29183,9314,92.6,94.5,73.7,1,1.7,0.6,9,38,1,0,54,1.77,41,31,+10,0.34,-1.15,39.6,33.3,+6.3,+0.21,-0.64,gleison-bremer97,Brazil,Centre-Back,right,188.0,40000000,41000000.0,Summer,12.305999999999997
209,Federico Chiesa,Juventus,24,97,9.5,2,26,3,11.5,2.75,0.32,0.08,0.67,18.9,1,0,0,1.5,1.5,0.06,+0.5,+0.5,Serie A,22,11,6,6,10,5,14,35.7,9,13,1,12,0,22,1,0,Defender,72.8,3806,1114,82.8,73.1,53.8,5,2.6,1.7,20,25,15,6,34,1.81,14,10,+4,0.42,-0.24,14.9,10.0,+4.9,+0.52,+0.21,federico-chiesa97,Italy,Left Winger,right,175.0,50000000,40000000.0,Summer,4.749999999999999
210,Ángel Di María,Juventus,34,88,15.1,4,37,12,32.4,2.44,0.79,0.08,0.25,21.5,1,1,1,3.1,2.3,0.06,+0.9,+0.7,Serie A,10,5,3,5,2,3,19,15.8,16,15,0,15,7,17,0,0,Forward,72.1,9081,3166,87.6,77.7,52.5,4,4.5,4.1,42,63,41,8,96,1.81,25,21,+4,0.26,-0.57,22.6,18.2,+4.5,+0.30,-0.11,angel-di-maria88,Argentina,Right Winger,left,180.0,10000000,0.0,Summer,3.926
211,Nicolò Fagioli,Juventus,21,01,16.9,3,13,8,61.5,0.77,0.47,0.23,0.38,19.7,0,0,0,1.5,1.5,0.12,+1.5,+1.5,Serie A,29,19,12,15,2,8,27,29.6,19,16,2,14,8,37,7,1,Midfielder,83.2,8123,1759,90.6,86.1,60.3,3,1.3,1.1,15,49,18,3,56,2.00,31,16,+15,0.89,+0.51,26.1,17.4,+8.7,+0.51,+0.27,nicolo-fagioli01,Italy,Central Midfield,right,178.0,20000000,0.0,Summer,16.392999999999997
212,Samuel Iling-Junior,Juventus,18,03,3.5,1,4,1,25.0,1.13,0.28,0.25,1.00,22.4,0,0,0,0.7,0.7,0.19,+0.3,+0.3,Serie A,7,2,3,1,3,4,9,44.4,5,5,1,4,2,9,6,0,Defender,78.0,1332,516,85.3,80.0,25.0,1,0.2,0.4,5,10,7,2,18,2.08,7,0,+7,1.98,+1.52,6.8,2.8,+4.0,+1.15,+0.86,samuel-iling-junior03,England,Left Winger,left,182.0,3500000,0.0,Winter,7.21
213,Filip Kostić,Juventus,29,92,28.5,3,37,11,29.7,1.30,0.39,0.08,0.27,19.6,0,0,0,2.4,2.4,0.06,+0.6,+0.6,Serie A,41,26,17,20,4,21,47,44.7,26,30,4,26,16,57,32,0,Defender,68.5,14092,4148,84.5,71.7,44.1,8,7.1,4.8,66,44,47,31,78,1.86,38,32,+6,0.21,-1.58,38.7,34.4,+4.4,+0.15,-0.83,filip-kostic92,Yugoslavia (Republic),Left Midfield,left,184.0,24000000,12000000.0,Summer,8.264999999999997
214,Fabio Miretti,Juventus,18,03,13.7,0,20,5,25.0,1.46,0.36,0.00,0.00,17.0,0,0,0,2.4,2.4,0.12,-2.4,-2.4,Serie A,24,11,15,6,3,12,29,41.4,17,20,1,19,4,28,11,0,Midfielder,71.2,5842,1673,81.4,79.4,41.7,2,1.3,1.3,16,39,17,4,60,1.78,14,9,+5,0.36,-0.38,18.6,15.2,+3.4,+0.25,-0.17,fabio-miretti03,Italy,Central Midfield,right,180.0,15000000,0.0,Summer,6.027999999999998
215,Leandro Paredes,Juventus,28,94,10.9,1,16,2,12.5,1.47,0.18,0.06,0.50,26.6,4,0,0,0.6,0.6,0.04,+0.4,+0.4,Serie A,19,13,7,11,1,10,22,45.5,12,8,0,8,17,36,22,0,Midfielder,87.5,12988,4913,93.9,93.2,65.7,0,1.9,2.5,21,65,12,2,72,1.68,15,12,+3,0.28,-0.46,17.4,15.4,+2.0,+0.19,-0.24,leandro-paredes94,Argentina,Defensive Midfield,right,180.0,12000000,0.0,Summer,3.9239999999999995
216,Paul Pogba,Juventus,29,93,1.2,0,5,2,40.0,4.05,1.62,0.00,0.00,18.5,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Serie A,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0,Midfielder,71.6,737,199,87.9,78.9,50.0,0,0.2,0.1,2,7,2,0,4,2.00,3,0,+3,2.43,+1.89,2.1,1.0,+1.1,+0.91,+0.57,paul-pogba93,France,Central Midfield,both,191.0,20000000,0.0,Summer,3.012
217,Matìas Soulé,Juventus,19,03,4.7,1,10,5,50.0,2.14,1.07,0.10,0.20,16.7,0,0,0,1.5,1.5,0.15,-0.5,-0.5,Serie A,7,4,3,2,2,5,7,71.4,2,7,1,6,3,10,3,0,Midfielder,82.1,2133,405,89.1,77.1,71.4,0,0.8,0.3,9,6,4,1,15,1.54,6,0,+6,1.29,+0.78,7.5,3.3,+4.2,+0.90,+0.62,matias-soule03,Argentina,Right Winger,left,182.0,4000000,0.0,Summer,6.439
218,Charles De Ketelaere,Milan,21,01,12.4,0,19,3,15.8,1.53,0.24,0.00,0.00,12.5,0,0,0,2.0,2.0,0.11,-2.0,-2.0,Serie A,26,12,7,14,5,13,30,43.3,17,14,2,12,4,30,9,0,Midfielder,78.1,4161,1234,81.3,86.4,68.8,1,2.0,1.8,20,28,19,0,59,1.78,19,19,0,0.0,-0.82,20.3,16.1,+4.2,+0.34,-0.19,charles-de-ketelaere01,Belgium,Attacking Midfield,left,192.0,27000000,32000000.0,Summer,-5.952
219,Sergiño Dest,Milan,21,00,3.7,0,2,1,50.0,0.55,0.27,0.00,0.00,20.3,0,0,0,0.3,0.3,0.15,-0.3,-0.3,Serie A,12,6,3,5,4,3,4,75.0,1,1,0,1,4,16,2,0,Defender,85.4,2535,793,93.1,89.0,41.7,0,0.3,0.2,4,15,3,1,14,1.63,10,7,+3,0.82,+0.30,6.1,5.7,+0.4,+0.11,-0.39,sergino-dest00,Netherlands,Right-Back,right,171.0,12000000,0.0,Summer,1.7389999999999997
220,Alessandro Florenzi,Milan,31,91,2.3,0,5,1,20.0,2.22,0.44,0.00,0.00,16.2,1,0,0,0.8,0.8,0.15,-0.8,-0.8,Serie A,6,4,3,2,1,4,7,57.1,3,1,0,1,4,10,2,0,Defender,75.6,2370,661,91.2,82.1,35.3,0,0.5,1.1,6,8,6,5,10,1.33,3,1,+2,0.89,+0.36,4.1,1.9,+2.2,+0.99,+0.56,alessandro-florenzi91,Italy,Right-Back,right,173.0,2500000,2700000.0,Summer,1.2419999999999998
221,Junior Messias,Milan,31,91,16.6,5,32,11,34.4,1.92,0.66,0.16,0.45,18.7,1,0,0,2.3,2.3,0.07,+2.7,+2.7,Serie A,24,18,9,9,6,5,19,26.3,14,20,4,16,7,31,28,0,Forward,76.4,6793,1803,83.8,81.7,52.6,2,0.8,1.6,13,33,8,2,54,1.80,32,19,+13,0.78,+0.41,23.4,16.1,+7.4,+0.44,-0.04,junior-messias91,Brazil,Right Winger,left,174.0,6000000,4500000.0,Summer,10.790000000000003
222,Divock Origi,Milan,27,95,11.4,2,29,12,41.4,2.54,1.05,0.07,0.17,18.2,0,0,0,2.1,2.1,0.07,-0.1,-0.1,Serie A,10,5,4,3,3,5,10,50.0,5,6,2,4,0,10,13,0,Forward,66.3,1699,360,77.3,66.0,46.2,1,1.2,0.5,11,7,6,1,18,1.63,14,13,+1,0.09,-0.66,15.5,13.2,+2.3,+0.20,-0.38,divock-origi95,Belgium,Centre-Forward,right,189.0,8000000,0.0,Summer,-0.45599999999999885
223,Tommaso Pobega,Milan,23,99,9.8,2,20,5,25.0,2.04,0.51,0.10,0.40,18.7,0,0,0,1.4,1.4,0.07,+0.6,+0.6,Serie A,27,16,8,15,4,13,20,65.0,7,12,4,8,9,36,11,0,Midfielder,76.6,5520,1482,81.2,88.1,53.3,0,0.3,0.6,5,36,8,2,36,2.00,17,13,+4,0.41,-0.20,14.7,10.8,+4.0,+0.40,-0.09,tommaso-pobega99,Italy,Central Midfield,both,188.0,15000000,0.0,Summer,-0.6860000000000002
224,Malick Thiaw,Milan,20,01,15.1,0,8,3,37.5,0.53,0.20,0.00,0.00,10.9,0,0,0,0.8,0.8,0.11,-0.8,-0.8,Serie A,31,26,22,9,0,11,20,55.0,9,11,5,6,12,43,65,1,Defender,88.3,18898,6496,88.4,93.9,72.7,0,0.2,0.2,2,53,5,0,67,1.95,21,12,+9,0.59,+0.07,24.7,13.8,+11.0,+0.72,+0.43,malick-thiaw01,Germany,Centre-Back,right,194.0,15000000,7000000.0,Summer,3.623999999999998
225,Aster Vranckx,Milan,19,02,2.7,0,2,0,0.0,0.75,0.00,0.00,,29.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Serie A,3,2,0,2,1,2,7,28.6,5,3,1,2,2,5,1,0,Midfielder,75.6,1492,379,87.1,82.5,41.2,0,0.3,0.2,1,7,2,1,4,2.11,4,3,+1,0.37,-0.19,4.2,3.1,+1.1,+0.42,-0.04,aster-vranckx02,Belgium,Central Midfield,right,183.0,8500000,2000000.0,Summer,-0.297
226,Paxten Aaronson,Eint Frankfurt,18,03,1.9,0,4,1,25.0,2.08,0.52,0.00,0.00,18.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Bundesliga,6,5,2,2,2,2,3,66.7,1,2,1,1,0,6,2,0,Midfielder,71.8,659,109,94.7,60.9,16.7,0,0.0,0.1,1,3,0,0,6,1.14,4,0,+4,2.08,+2.02,5.4,1.4,+4.0,+2.06,+1.92,paxten-aaronson03,United States,Attacking Midfield,right,175.0,4500000,4000000.0,Winter,4.521999999999999
227,Lucas Alario,Eint Frankfurt,29,92,3.7,1,11,4,36.4,2.99,1.09,0.09,0.25,14.7,0,0,0,1.4,1.4,0.13,-0.4,-0.4,Bundesliga,3,2,1,0,2,0,1,0.0,1,0,0,0,2,5,13,0,Forward,65.9,792,190,70.7,71.4,80.0,0,0.0,0.4,1,4,0,0,8,1.25,5,9,-4,-1.09,-1.42,6.1,3.5,+2.6,+0.69,+0.49,lucas-alario92,Argentina,Centre-Forward,right,185.0,4000000,6000000.0,Summer,-2.5900000000000007
228,Faride Alidou,Eint Frankfurt,21,01,2.0,0,2,0,0.0,0.99,0.00,0.00,,17.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Bundesliga,8,5,3,4,1,3,9,33.3,6,3,0,3,1,9,3,0,Defender,73.3,1164,410,92.7,71.7,22.2,1,0.5,0.3,3,8,7,3,16,1.13,3,4,-1,-0.49,-0.71,4.0,2.5,+1.4,+0.69,+0.47,faride-alidou01,Germany,Left Winger,right,186.0,2500000,0.0,Summer,-1.16
229,Aurélio Buta,Eint Frankfurt,25,97,14.6,3,9,4,44.4,0.61,0.27,0.33,0.75,16.7,0,0,0,0.6,0.6,0.07,+2.4,+2.4,Bundesliga,33,19,15,13,5,15,27,55.6,12,18,1,17,9,42,34,0,Defender,75.4,8658,2874,85.2,76.1,46.8,2,3.3,2.3,18,35,20,12,47,1.11,19,21,-2,-0.14,-0.55,21.3,17.9,+3.4,+0.23,-0.04,aurelio-buta97,,Right-Back,right,172.0,6000000,0.0,Summer,-3.358
230,Junior Dina Ebimbe,Eint Frankfurt,21,00,11.8,3,26,10,38.5,2.20,0.85,0.12,0.30,14.6,0,0,0,3.7,3.7,0.14,-0.7,-0.7,Bundesliga,30,19,16,14,0,16,33,48.5,17,18,5,13,11,41,20,0,Defender,72.5,5732,1852,81.7,75.7,40.8,1,1.4,1.3,9,37,8,2,45,1.79,24,19,+5,0.42,+0.38,22.3,12.9,+9.4,+0.80,+0.83,junior-dina-ebimbe00,France,Right Midfield,right,184.0,7500000,0.0,Summer,3.8939999999999997
231,Mario Götze,Eint Frankfurt,30,92,30.4,3,26,7,26.9,0.85,0.23,0.12,0.43,16.4,0,0,0,3.2,3.2,0.12,-0.2,-0.2,Bundesliga,42,25,13,22,7,14,47,29.8,33,25,0,25,13,55,12,0,Midfielder,74.0,16936,4802,85.8,75.8,44.7,1,5.3,6.7,42,90,44,10,149,1.53,55,43,+12,0.39,+2.08,47.8,36.7,+11.0,+0.36,+1.04,mario-gotze92,Germany,Attacking Midfield,right,176.0,13000000,4000000.0,Summer,20.976
232,Kristijan Jakić,Eint Frankfurt,25,97,16.2,1,8,4,50.0,0.49,0.25,0.13,0.25,17.5,0,0,0,0.7,0.7,0.09,+0.3,+0.3,Bundesliga,33,21,19,12,2,22,41,53.7,19,32,10,22,14,47,49,1,Defender,77.7,13042,5310,85.7,84.9,47.5,0,0.7,0.9,7,39,8,2,59,1.58,37,21,+16,0.99,+1.55,28.0,17.7,+10.2,+0.63,+0.72,kristijan-jakic97,Croatia,Defensive Midfield,right,181.0,9000000,3500000.0,Summer,14.58
233,Randal Kolo Muani,Eint Frankfurt,23,98,29.2,15,75,30,40.0,2.57,1.03,0.17,0.43,13.0,0,2,2,13.2,11.6,0.16,+1.8,+1.4,Bundesliga,14,10,3,3,8,1,9,11.1,8,19,2,17,3,17,13,0,Forward,64.6,5454,1212,70.5,69.0,52.9,11,6.5,5.8,41,25,23,2,61,1.53,51,39,+12,0.41,+1.67,45.4,35.1,+10.3,+0.35,+0.71,randal-kolo-muani98,France,Centre-Forward,right,187.0,65000000,0.0,Summer,23.359999999999996
234,Philipp Max,Eint Frankfurt,28,93,7.7,0,9,3,33.3,1.17,0.39,0.00,0.00,18.3,2,0,0,0.7,0.7,0.08,-0.7,-0.7,Bundesliga,12,9,4,7,1,5,16,31.3,11,10,2,8,3,15,11,0,Defender,76.0,5827,2134,90.4,79.3,39.2,1,1.6,2.4,16,28,18,9,34,1.20,11,13,-2,-0.26,-0.56,11.7,10.0,+1.7,+0.23,-0.04,philipp-max93,Germany,Left-Back,left,177.0,6000000,0.0,Winter,-2.695
235,Hrvoje Smolčić,Eint Frankfurt,21,00,5.2,0,3,0,0.0,0.57,0.00,0.00,,12.7,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Bundesliga,8,7,6,2,0,5,10,50.0,5,11,4,7,6,14,38,0,Defender,80.8,5494,2389,86.5,88.3,51.1,0,0.0,0.1,0,8,0,0,18,1.89,8,5,+3,0.57,+0.47,7.7,8.9,-1.1,-0.22,-0.55,hrvoje-smolcic00,Croatia,Centre-Back,left,185.0,5000000,2500000.0,Summer,2.496
236,Marcel Wenig,Eint Frankfurt,18,04,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Bundesliga,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Midfielder,90.0,120,11,100.0,50.0,100.0,0,0.0,0.0,0,0,0,0,0,3.00,0,0,0,0.0,-0.18,0.0,0.0,0.0,0.00,-0.25,marcel-wenig04,Germany,Central Midfield,right,188.0,800000,0.0,Summer,0.0
237,Sargis Adamyan,Köln,29,93,7.2,1,21,11,52.4,2.93,1.54,0.05,0.09,14.0,0,0,0,3.4,3.4,0.16,-2.4,-2.4,Bundesliga,14,7,5,3,6,7,17,41.2,10,12,0,12,4,18,5,0,Forward,68.7,2000,527,80.3,75.0,62.5,2,0.8,1.4,8,7,11,2,24,1.13,11,16,-5,-0.7,-0.70,11.2,11.7,-0.5,-0.06,-0.28,sargis-adamyan93,Armenia,Centre-Forward,right,184.0,2000000,1500000.0,Summer,-6.335999999999999
238,Florian Dietz,Köln,23,98,4.4,1,17,6,35.3,3.87,1.37,0.06,0.17,11.9,0,0,0,2.5,2.5,0.15,-1.5,-1.5,Bundesliga,2,1,0,2,0,1,4,25.0,3,4,1,3,0,2,2,0,Forward,51.3,487,111,67.5,35.0,40.0,0,0.3,0.5,4,4,0,0,5,1.27,9,10,-1,-0.23,-0.09,8.4,6.6,+1.9,+0.43,+0.31,florian-dietz98,Germany,Centre-Forward,right,190.0,1000000,0.0,Summer,-1.8039999999999998
239,Denis Huseinbasic,Köln,21,01,8.8,4,16,4,25.0,1.82,0.46,0.25,1.00,14.1,0,0,0,2.4,2.4,0.15,+1.6,+1.6,Bundesliga,23,9,8,11,4,10,25,40.0,15,16,2,14,4,27,5,0,Midfielder,76.6,3125,789,84.9,83.3,59.1,1,0.3,0.6,5,23,6,0,34,1.25,17,16,+1,0.11,+0.35,14.2,10.1,+4.1,+0.46,+0.42,denis-huseinbasic01,Germany,Central Midfield,right,184.0,5000000,50000.0,Summer,-1.6720000000000002
240,Luca Kilian,Köln,22,99,12.5,1,4,1,25.0,0.32,0.08,0.25,1.00,9.8,0,0,0,1.1,1.1,0.28,-0.1,-0.1,Bundesliga,22,16,14,7,1,12,21,57.1,9,16,8,8,11,33,48,0,Defender,85.4,11572,3324,87.0,94.5,55.4,0,0.2,0.2,3,38,1,0,53,1.50,21,24,-3,-0.24,-0.15,20.3,18.3,+2.0,+0.16,+0.01,luca-kilian99,Germany,Centre-Back,right,192.0,4500000,2000000.0,Summer,-4.500000000000001
241,Linton Maina,Köln,23,99,24.9,3,35,13,37.1,1.41,0.52,0.09,0.23,15.3,0,0,0,4.6,4.6,0.13,-1.6,-1.6,Bundesliga,18,12,5,11,2,7,30,23.3,23,19,0,19,5,23,9,0,Forward,69.3,6857,1622,84.0,72.8,37.1,7,5.9,4.8,35,32,25,9,61,1.24,37,36,+1,0.04,+0.70,34.6,30.2,+4.4,+0.18,+0.08,linton-maina99,Germany,Right Winger,right,180.0,4500000,0.0,Summer,-3.4859999999999975
242,Eric Martel,Köln,20,02,22.4,1,28,8,28.6,1.25,0.36,0.04,0.13,20.6,0,0,0,1.7,1.7,0.06,-0.7,-0.7,Bundesliga,66,41,29,30,7,30,60,50.0,30,29,9,20,33,99,49,0,Midfielder,78.3,11692,2691,85.3,83.4,57.1,1,0.8,1.3,7,50,8,4,72,1.21,29,33,-4,-0.18,-0.09,30.2,27.3,+3.0,+0.13,-0.07,eric-martel02,Germany,Defensive Midfield,right,188.0,6500000,1200000.0,Summer,-10.751999999999999
243,Kristian Pedersen,Köln,27,94,3.1,0,1,0,0.0,0.33,0.00,0.00,,4.2,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Bundesliga,5,4,4,1,0,0,2,0.0,2,3,0,3,6,11,17,0,Defender,69.9,2180,1051,81.4,74.4,48.0,0,0.1,0.0,2,7,1,0,10,0.67,2,6,-4,-1.3,-1.27,2.7,4.2,-1.5,-0.48,-0.70,kristian-pedersen94,Denmark,Left-Back,left,189.0,1500000,0.0,Summer,-4.402000000000001
244,Davie Selke,Köln,27,95,9.7,5,28,15,53.6,2.90,1.55,0.18,0.33,11.5,0,0,0,3.4,3.4,0.12,+1.6,+1.6,Bundesliga,0,0,0,0,0,0,4,0.0,4,4,1,3,0,0,11,0,Forward,55.7,1441,257,64.7,56.5,0.0,0,0.9,1.1,9,4,4,0,16,1.24,11,16,-5,-0.52,-0.52,10.5,13.0,-2.5,-0.26,-0.58,davie-selke95,Germany,Centre-Forward,right,195.0,1800000,0.0,Winter,-6.789999999999999
245,Nikola Soldo,Köln,21,01,6.6,0,6,0,0.0,0.91,0.00,0.00,,15.2,0,0,0,0.6,0.6,0.11,-0.6,-0.6,Bundesliga,15,9,8,7,0,7,11,63.6,4,7,6,1,7,22,28,0,Defender,77.6,5661,1561,82.4,91.1,48.6,0,0.0,0.0,1,11,1,0,15,0.43,4,13,-9,-1.37,-1.51,6.6,7.6,-1.0,-0.16,-0.39,nikola-soldo01,Germany,Centre-Back,right,189.0,1500000,500000.0,Summer,-9.834000000000001
246,Steffen Tigges,Köln,24,98,17.7,6,35,11,31.4,1.97,0.62,0.17,0.55,12.3,0,0,0,5.0,5.0,0.14,+1.0,+1.0,Bundesliga,12,7,1,8,3,4,14,28.6,10,13,2,11,8,20,17,0,Forward,57.5,2900,748,63.3,64.4,52.4,1,1.9,1.3,17,26,13,3,31,1.23,25,24,+1,0.06,+0.43,25.0,19.5,+5.6,+0.31,+0.33,steffen-tigges98,Germany,Centre-Forward,left,194.0,3500000,1200000.0,Summer,-2.1239999999999983
247,Karim Adeyemi,Dortmund,20,02,15.4,6,37,14,37.8,2.40,0.91,0.16,0.43,17.4,0,0,1,5.0,4.3,0.12,+1.0,+1.7,Bundesliga,16,11,6,6,4,8,30,26.7,22,18,1,17,7,23,3,0,Forward,73.3,4409,1278,81.1,77.6,48.1,5,3.7,3.7,28,17,25,0,47,2.17,41,17,+24,1.56,+0.75,32.6,17.4,+15.2,+0.99,+0.31,karim-adeyemi02,Germany,Left Winger,left,180.0,35000000,30000000.0,Summer,24.024
248,Jamie Bynoe-Gittens,Dortmund,17,04,5.9,3,24,11,45.8,4.05,1.86,0.13,0.27,17.6,0,0,0,2.4,2.4,0.10,+0.6,+0.6,Bundesliga,8,4,2,5,1,2,7,28.6,5,1,0,1,1,9,2,0,Forward,73.2,1235,328,80.0,71.4,22.2,1,0.7,1.0,2,9,5,0,9,2.53,19,7,+12,2.03,+1.06,12.9,8.4,+4.4,+0.75,-0.09,jamie-bynoe-gittens04,England,Left Winger,right,177.0,14000000,0.0,Summer,11.977
249,Julien Duranville,Dortmund,16,06,0.3,0,1,0,0.0,3.10,0.00,0.00,,25.4,0,0,0,0.0,0.0,0.02,0.0,0.0,Bundesliga,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,Midfielder,64.7,164,100,100.0,50.0,100.0,0,0.3,0.5,2,0,3,3,1,1.00,2,0,+2,6.21,+5.11,1.2,1.2,0.0,+0.01,-0.82,julien-duranville06,Belgium,Right Winger,right,170.0,5000000,8500000.0,Winter,1.926
250,Sébastien Haller,Dortmund,28,94,13.6,9,33,19,57.6,2.42,1.40,0.27,0.47,9.9,0,0,1,8.4,7.7,0.23,+0.6,+1.3,Bundesliga,5,4,2,1,2,0,4,0.0,4,8,0,8,1,6,10,0,Forward,69.9,2676,504,74.7,73.2,66.7,3,2.3,1.5,16,13,4,0,22,2.42,45,14,+31,2.28,+1.89,33.5,16.2,+17.3,+1.27,+0.76,sebastien-haller94,France,Centre-Forward,right,191.0,30000000,31000000.0,Summer,31.007999999999996
251,Anthony Modeste,Dortmund,34,88,9.0,2,23,10,43.5,2.55,1.11,0.09,0.20,11.1,0,0,0,4.3,4.3,0.19,-2.3,-2.3,Bundesliga,4,4,2,0,2,2,5,40.0,3,7,0,7,2,6,22,0,Forward,57.5,940,170,66.7,50.0,50.0,1,1.1,0.5,7,5,5,1,8,1.79,13,9,+4,0.44,-0.96,15.0,13.3,+1.6,+0.18,-0.87,anthony-modeste88,France,Centre-Forward,right,188.0,1000000,5100000.0,Summer,3.96
252,Salih Özcan,Dortmund,24,98,17.5,0,3,1,33.3,0.17,0.06,0.00,0.00,9.3,0,0,0,0.6,0.6,0.19,-0.6,-0.6,Bundesliga,31,18,10,16,5,16,39,41.0,23,24,2,22,28,59,19,1,Midfielder,88.3,13911,3887,91.2,88.8,75.8,1,0.5,0.5,9,75,7,1,81,2.15,37,22,+15,0.86,-0.60,34.2,23.4,+10.8,+0.61,-0.42,salih-ozcan98,Germany,Defensive Midfield,right,183.0,17000000,5000000.0,Summer,18.724999999999998
253,Tom Rothe,Dortmund,17,04,0.3,0,1,0,0.0,3.46,0.00,0.00,,7.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Bundesliga,1,1,0,1,0,1,1,100.0,0,0,0,0,1,2,2,0,Defender,83.3,282,72,83.3,100.0,33.3,0,0.0,0.0,0,1,0,0,0,1.50,1,0,+1,3.46,+2.33,0.5,1.1,-0.6,-2.07,-2.92,tom-rothe04,Germany,Left-Back,left,193.0,3500000,0.0,Summer,1.101
254,Julian Ryerson,Dortmund,24,97,15.7,1,10,3,30.0,0.64,0.19,0.10,0.33,22.4,0,0,0,0.5,0.5,0.05,+0.5,+0.5,Bundesliga,27,15,17,7,3,19,37,51.4,18,13,2,11,8,35,28,0,Defender,81.9,12525,3546,92.7,81.8,55.2,1,1.5,1.7,13,49,10,9,55,2.35,47,19,+28,1.79,+1.19,37.2,17.3,+19.9,+1.27,+0.83,julian-ryerson97,Norway,Right-Back,right,183.0,10000000,5000000.0,Winter,31.4
255,Nico Schlotterbeck,Dortmund,22,99,25.0,4,18,6,33.3,0.72,0.24,0.22,0.67,16.9,0,0,0,1.6,1.6,0.09,+2.4,+2.4,Bundesliga,59,34,34,24,1,37,53,69.8,16,38,21,17,32,91,71,1,Defender,86.3,33135,11360,91.6,93.5,64.2,5,1.7,1.3,14,137,11,0,159,2.11,57,34,+23,0.92,-0.86,44.3,32.5,+11.9,+0.47,-1.31,nico-schlotterbeck99,Germany,Centre-Back,left,191.0,40000000,20000000.0,Summer,28.249999999999996
256,Niklas Süle,Dortmund,26,95,23.5,2,33,7,21.2,1.40,0.30,0.06,0.29,17.2,0,0,0,2.2,2.2,0.07,-0.2,-0.2,Bundesliga,25,19,18,3,4,14,23,60.9,9,28,19,9,17,42,53,0,Defender,90.6,31584,10145,94.0,92.8,81.2,3,2.2,1.6,17,116,9,2,137,2.07,61,33,+28,1.19,+0.14,52.6,32.8,+19.8,+0.84,+0.07,niklas-sule95,Germany,Centre-Back,right,195.0,35000000,0.0,Summer,32.9
